Timestamp,Date,"Rate (%/day)",Amount,"Period (days)","isFRR (0=fixed_rate / 1=FRR)"
1443226676,"2015-09-26 00:17:56",0.0104,3.411,2,0
1443226676,"2015-09-26 00:17:56",0.01279,2.558,2,0
1443226676,"2015-09-26 00:17:56",0.0128,0.215,2,0
1443226676,"2015-09-26 00:17:56",0.0128,0.25,2,0
1443226676,"2015-09-26 00:17:56",0.0128,3.616,10,0
1443227866,"2015-09-26 00:37:46",0.0098,0.746,2,0
1443227867,"2015-09-26 00:37:47",0.0125,0.609,14,0
1443227867,"2015-09-26 00:37:47",0.0126,2.53,2,0
1443227867,"2015-09-26 00:37:47",0.0127,0.215,2,0
1443228357,"2015-09-26 00:45:57",0.0126,0.084,2,0
1443228834,"2015-09-26 00:53:54",0.0127,0.218,2,0
1443228837,"2015-09-26 00:53:57",0.0127,7.184,15,0
1443228837,"2015-09-26 00:53:57",0.0127,0.334,2,0
1443229074,"2015-09-26 00:57:54",0.0128,0.301,2,0
1443230757,"2015-09-26 01:25:57",0.0099,0.222,2,0
1443230757,"2015-09-26 01:25:57",0.0099,0.26,2,0
1443230757,"2015-09-26 01:25:57",0.0099,11.171,2,0
1443230760,"2015-09-26 01:26:00",0.01289,0.506,2,0
1443230986,"2015-09-26 01:29:46",0.0129,0.318,6,0
1443230986,"2015-09-26 01:29:46",0.01299,0.47,2,0
1443230988,"2015-09-26 01:29:48",0.01299,4.234,2,0
1443230988,"2015-09-26 01:29:48",0.01299,0.257,2,0
1443232915,"2015-09-26 02:01:55",0.0127,0.44,3,0
1443232915,"2015-09-26 02:01:55",0.0127,0.874,30,0
1443232915,"2015-09-26 02:01:55",0.0128,0.25,2,0
1443233631,"2015-09-26 02:13:51",0.0127,0.172,3,0
1443234354,"2015-09-26 02:25:54",0.01269,4.582,2,0
1443234593,"2015-09-26 02:29:53",0.0124,2.964,3,0
1443234593,"2015-09-26 02:29:53",0.0125,0.647,2,0
1443235310,"2015-09-26 02:41:50",0.0104,0.233,2,0
1443235555,"2015-09-26 02:45:55",0.0104,1.033,2,0
1443236277,"2015-09-26 02:57:57",0.01239,12.844,2,0
1443236758,"2015-09-26 03:05:58",0.01238,0.506,2,0
1443236758,"2015-09-26 03:05:58",0.01239,0.164,2,0
1443236758,"2015-09-26 03:05:58",0.0124,0.217,2,0
1443238666,"2015-09-26 03:37:46",0.0052,0.34,2,0
1443238668,"2015-09-26 03:37:48",0.009,0.991,5,0
1443238669,"2015-09-26 03:37:49",0.0098,0.815,2,0
1443238669,"2015-09-26 03:37:49",0.01,0.321,2,0
1443238669,"2015-09-26 03:37:49",0.0123,0.119,30,0
1443238669,"2015-09-26 03:37:49",0.0123,0.527,2,0
1443238669,"2015-09-26 03:37:49",0.01239,0.371,2,0
1443238669,"2015-09-26 03:37:49",0.0124,0.647,2,0
1443238669,"2015-09-26 03:37:49",0.0124,0.214,2,0
1443238669,"2015-09-26 03:37:49",0.0124,1.37,2,0
1443238669,"2015-09-26 03:37:49",0.0124,0.25,2,0
1443239873,"2015-09-26 03:57:53",0.01239,0.248,2,0
1443239873,"2015-09-26 03:57:53",0.0124,1.02,2,0
1443239873,"2015-09-26 03:57:53",0.0124,1.305,2,0
1443240348,"2015-09-26 04:05:48",0.005,0.398,30,0
1443240608,"2015-09-26 04:10:08",0.0079,0.175,2,0
1443240608,"2015-09-26 04:10:08",0.01239,0.248,2,0
1443241553,"2015-09-26 04:25:53",0.01239,0.248,2,0
1443241553,"2015-09-26 04:25:53",0.0124,0.62,2,0
1443241555,"2015-09-26 04:25:55",0.0124,14.993,30,0
1443241555,"2015-09-26 04:25:55",0.0124,2.964,3,0
1443241560,"2015-09-26 04:26:00",0.0124,3.395,30,0
1443241560,"2015-09-26 04:26:00",0.01249,0.323,2,0
1443241560,"2015-09-26 04:26:00",0.0125,1.222,3,0
1443241560,"2015-09-26 04:26:00",0.0125,0.62,2,0
1443241797,"2015-09-26 04:29:57",0.0124,4.6,6,0
1443242034,"2015-09-26 04:33:54",0.0079,0.5,2,0
1443242034,"2015-09-26 04:33:54",0.009,1.197,2,0
1443242034,"2015-09-26 04:33:54",0.0125,0.47,2,0
1443242034,"2015-09-26 04:33:54",0.0125,0.47,2,0
1443242034,"2015-09-26 04:33:54",0.0125,0.218,2,0
1443242998,"2015-09-26 04:49:58",0.01249,0.23,2,0
1443242998,"2015-09-26 04:49:58",0.01249,0.25,2,0
1443242998,"2015-09-26 04:49:58",0.01249,0.227,2,0
1443243000,"2015-09-26 04:50:00",0.01249,26.824,2,0
1443243000,"2015-09-26 04:50:00",0.01249,0.323,2,0
1443243000,"2015-09-26 04:50:00",0.0125,3.273,3,0
1443243000,"2015-09-26 04:50:00",0.0125,0.23,2,0
1443243468,"2015-09-26 04:57:48",0.0125,0.24,2,0
1443244472,"2015-09-26 05:14:32",0.01244,0.51,2,0
1443244472,"2015-09-26 05:14:32",0.01249,0.214,2,0
1443244472,"2015-09-26 05:14:32",0.01249,9.199,2,0
1443244472,"2015-09-26 05:14:32",0.01249,0.421,2,0
1443244472,"2015-09-26 05:14:32",0.0125,0.243,3,0
1443244472,"2015-09-26 05:14:32",0.0125,0.24,2,0
1443245388,"2015-09-26 05:29:48",0.0123,6.165,30,0
1443245873,"2015-09-26 05:37:53",0.0098,0.311,2,0
1443246110,"2015-09-26 05:41:50",0.01235,0.413,2,0
1443246110,"2015-09-26 05:41:50",0.0124,0.215,2,0
1443247070,"2015-09-26 05:57:50",0.01239,0.25,2,0
1443247306,"2015-09-26 06:01:46",0.0098,0.047,2,0
1443248271,"2015-09-26 06:17:51",0.01239,0.496,2,0
1443248507,"2015-09-26 06:21:47",0.01239,0.241,2,0
1443248507,"2015-09-26 06:21:47",0.01239,3.995,2,0
1443248508,"2015-09-26 06:21:48",0.0124,3.214,2,0
1443248508,"2015-09-26 06:21:48",0.0124,1.134,3,0
1443248508,"2015-09-26 06:21:48",0.01248,0.241,2,0
1443248508,"2015-09-26 06:21:48",0.01249,0.28,2,0
1443248941,"2015-09-26 06:29:01",0.0025,48.1,30,0
1443248957,"2015-09-26 06:29:17",0.0024,50.975,30,0
1443249471,"2015-09-26 06:37:51",0.01249,0.241,2,0
1443250670,"2015-09-26 06:57:50",0.01249,0.241,2,0
1443250670,"2015-09-26 06:57:50",0.01249,0.323,2,0
1443251151,"2015-09-26 07:05:51",0.0122,0.015,2,0
1443251664,"2015-09-26 07:14:24",0.01219,0.214,2,0
1443251664,"2015-09-26 07:14:24",0.01219,0.25,2,0
1443251878,"2015-09-26 07:17:58",0.01219,4.04,2,0
1443252358,"2015-09-26 07:25:58",0.0122,0.25,2,0
1443252358,"2015-09-26 07:25:58",0.0122,0.214,2,0
1443252834,"2015-09-26 07:33:54",0.0052,1.243,2,0
1443253067,"2015-09-26 07:37:47",0.0098,0.252,2,0
1443253071,"2015-09-26 07:37:51",0.0104,0.613,2,0
1443253310,"2015-09-26 07:41:50",0.0121,0.215,2,0
1443253312,"2015-09-26 07:41:52",0.0121,5.935,4,0
1443253312,"2015-09-26 07:41:52",0.0122,0.26,2,0
1443253312,"2015-09-26 07:41:52",0.0122,0.25,2,0
1443253797,"2015-09-26 07:49:57",0.012,4.446,2,0
1443253797,"2015-09-26 07:49:57",0.012,4.21,4,0
1443253797,"2015-09-26 07:49:57",0.0121,0.744,30,0
1443253797,"2015-09-26 07:49:57",0.0121,0.663,2,0
1443254029,"2015-09-26 07:53:49",0.01219,0.316,2,0
1443254510,"2015-09-26 08:01:50",0.0122,1.419,2,0
1443254510,"2015-09-26 08:01:50",0.0122,0.66,2,0
1443254510,"2015-09-26 08:01:50",0.0122,0.312,2,0
1443254510,"2015-09-26 08:01:50",0.0122,0.26,2,0
1443257387,"2015-09-26 08:49:47",0.009,3.381,5,0
1443257387,"2015-09-26 08:49:47",0.01219,0.223,2,0
1443257387,"2015-09-26 08:49:47",0.01219,3.239,2,0
1443257645,"2015-09-26 08:54:05",0.0122,0.223,2,0
1443258567,"2015-09-26 09:09:27",0.01,0.3,2,0
1443258695,"2015-09-26 09:11:35",0.01,0.216,2,0
1443259106,"2015-09-26 09:18:26",0.01,1.646,15,0
1443259313,"2015-09-26 09:21:53",0.01,0.414,2,0
1443259313,"2015-09-26 09:21:53",0.01,0.271,2,0
1443259313,"2015-09-26 09:21:53",0.0105,0.205,30,0
1443259313,"2015-09-26 09:21:53",0.0121,0.333,30,0
1443260274,"2015-09-26 09:37:54",0.0052,0.013,2,0
1443260274,"2015-09-26 09:37:54",0.00975,0.214,2,0
1443260274,"2015-09-26 09:37:54",0.00975,0.25,2,0
1443261954,"2015-09-26 10:05:54",0.0091,0.827,2,0
1443262915,"2015-09-26 10:21:55",0.0091,0.185,2,0
1443262918,"2015-09-26 10:21:58",0.0091,0.081,4,0
1443263148,"2015-09-26 10:25:48",0.0091,0.166,4,0
1443266042,"2015-09-26 11:14:02",0.009,1.6,2,0
1443266271,"2015-09-26 11:17:51",0.00975,0.106,2,0
1443266271,"2015-09-26 11:17:51",0.01,0.214,2,0
1443266271,"2015-09-26 11:17:51",0.01,0.815,15,0
1443266271,"2015-09-26 11:17:51",0.01,3.326,2,0
1443266271,"2015-09-26 11:17:51",0.01,0.5,15,0
1443266271,"2015-09-26 11:17:51",0.01179,0.356,2,0
1443266271,"2015-09-26 11:17:51",0.0118,0.81,2,0
1443266271,"2015-09-26 11:17:51",0.0118,0.67,2,0
1443267473,"2015-09-26 11:37:53",0.0052,0.297,2,0
1443267473,"2015-09-26 11:37:53",0.0098,0.509,2,0
1443267473,"2015-09-26 11:37:53",0.0117,0.51,2,0
1443267473,"2015-09-26 11:37:53",0.0117,0.25,2,0
1443267473,"2015-09-26 11:37:53",0.0117,0.214,2,0
1443267473,"2015-09-26 11:37:53",0.0117,19,7,0
1443267473,"2015-09-26 11:37:53",0.0117,7.264,30,0
1443267473,"2015-09-26 11:37:53",0.01179,0.238,2,0
1443267473,"2015-09-26 11:37:53",0.0118,0.836,3,0
1443267474,"2015-09-26 11:37:54",0.0118,29.62,7,0
1443267474,"2015-09-26 11:37:54",0.0118,0.93,30,0
1443267474,"2015-09-26 11:37:54",0.01189,0.238,2,0
1443267474,"2015-09-26 11:37:54",0.01189,0.238,2,0
1443267474,"2015-09-26 11:37:54",0.01189,1.723,30,0
1443267474,"2015-09-26 11:37:54",0.0119,4.674,8,0
1443267474,"2015-09-26 11:37:54",0.0119,5.845,2,0
1443267474,"2015-09-26 11:37:54",0.0119,0.51,2,0
1443267474,"2015-09-26 11:37:54",0.0119,0.51,2,0
1443267474,"2015-09-26 11:37:54",0.0119,0.51,2,0
1443267474,"2015-09-26 11:37:54",0.0119,0.221,2,0
1443267475,"2015-09-26 11:37:55",0.0119,4.264,2,0
1443267710,"2015-09-26 11:41:50",0.01185,0.267,2,0
1443267710,"2015-09-26 11:41:50",0.01185,1.588,2,0
1443267710,"2015-09-26 11:41:50",0.01189,0.306,2,0
1443267710,"2015-09-26 11:41:50",0.0119,0.573,2,0
1443267710,"2015-09-26 11:41:50",0.0119,0.218,2,0
1443267710,"2015-09-26 11:41:50",0.0119,0.25,2,0
1443268026,"2015-09-26 11:47:06",0.0024,9.02,30,0
1443269155,"2015-09-26 12:05:55",0.01,0.666,15,0
1443269156,"2015-09-26 12:05:56",0.0105,0.554,30,0
1443269156,"2015-09-26 12:05:56",0.0112,0.234,30,0
1443269490,"2015-09-26 12:11:30",0.01139,0.398,2,0
1443270115,"2015-09-26 12:21:55",0.01,0.26,2,0
1443271309,"2015-09-26 12:41:49",0.00989,0.325,2,0
1443271789,"2015-09-26 12:49:49",0.00989,0.598,2,0
1443271789,"2015-09-26 12:49:49",0.0099,0.25,2,0
1443271789,"2015-09-26 12:49:49",0.0099,13.297,2,0
1443271789,"2015-09-26 12:49:49",0.01,0.26,2,0
1443272991,"2015-09-26 13:09:51",0.0079,1.336,2,0
1443272991,"2015-09-26 13:09:51",0.0098,0.411,2,0
1443272991,"2015-09-26 13:09:51",0.00989,0.217,2,0
1443274669,"2015-09-26 13:37:49",0.0052,0.742,2,0
1443274670,"2015-09-26 13:37:50",0.009,0.32,2,0
1443275414,"2015-09-26 13:50:14",0.0024,0.005,30,0
1443275469,"2015-09-26 13:51:09",0.0023,0.624,30,0
1443275876,"2015-09-26 13:57:56",0.00979,7.363,2,0
1443275876,"2015-09-26 13:57:56",0.00979,0.22,5,0
1443275876,"2015-09-26 13:57:56",0.00979,0.353,5,0
1443275876,"2015-09-26 13:57:56",0.0098,7.338,2,0
1443275877,"2015-09-26 13:57:57",0.00989,7.276,2,0
1443275877,"2015-09-26 13:57:57",0.0099,3.047,2,0
1443275877,"2015-09-26 13:57:57",0.0099,3,2,0
1443275877,"2015-09-26 13:57:57",0.0099,3,2,0
1443275877,"2015-09-26 13:57:57",0.0099,1.037,30,0
1443275877,"2015-09-26 13:57:57",0.00999,30.784,2,0
1443276599,"2015-09-26 14:09:59",0.00989,0.199,2,0
1443276835,"2015-09-26 14:13:55",0.0099,0.214,2,0
1443278034,"2015-09-26 14:33:54",0.0075,1.208,3,0
1443278034,"2015-09-26 14:33:54",0.0097,0.304,2,0
1443278034,"2015-09-26 14:33:54",0.0097,0.25,2,0
1443278752,"2015-09-26 14:45:52",0.0097,0.241,2,0
1443278752,"2015-09-26 14:45:52",0.0097,13.161,2,0
1443278753,"2015-09-26 14:45:53",0.0097,0.527,2,0
1443278753,"2015-09-26 14:45:53",0.00979,7.394,2,0
1443278753,"2015-09-26 14:45:53",0.0098,0.26,2,0
1443278753,"2015-09-26 14:45:53",0.0098,7.352,2,0
1443278753,"2015-09-26 14:45:53",0.0099,0.754,2,0
1443278753,"2015-09-26 14:45:53",0.0099,7.002,2,0
1443278753,"2015-09-26 14:45:53",0.0099,3.495,2,0
1443279950,"2015-09-26 15:05:50",0.0099,5.131,2,0
1443279950,"2015-09-26 15:05:50",0.00999,2.62,2,0
1443280465,"2015-09-26 15:14:25",0.0099,0.417,2,0
1443280465,"2015-09-26 15:14:25",0.00999,0.28,2,0
1443280913,"2015-09-26 15:21:53",0.00999,0.261,2,0
1443281388,"2015-09-26 15:29:48",0.00999,6.797,2,0
1443281388,"2015-09-26 15:29:48",0.01,3.631,2,0
1443281388,"2015-09-26 15:29:48",0.01,0.526,2,0
1443281388,"2015-09-26 15:29:48",0.01,0.25,2,0
1443281627,"2015-09-26 15:33:47",0.00975,0.223,2,0
1443281633,"2015-09-26 15:33:53",0.00975,5.544,2,0
1443281633,"2015-09-26 15:33:53",0.01,0.25,2,0
1443281876,"2015-09-26 15:37:56",0.01,23.774,3,0
1443282121,"2015-09-26 15:42:01",0.0099,0.5,30,0
1443282121,"2015-09-26 15:42:01",0.01,1.421,3,0
1443282352,"2015-09-26 15:45:52",0.01,0.25,2,0
1443282593,"2015-09-26 15:49:53",0.0099,0.804,2,0
1443283072,"2015-09-26 15:57:52",0.0098,0.798,30,0
1443283551,"2015-09-26 16:05:51",0.0079,0.884,2,0
1443283551,"2015-09-26 16:05:51",0.0099,0.573,2,0
1443284989,"2015-09-26 16:29:49",0.009,0.508,30,0
1443285233,"2015-09-26 16:33:53",0.0052,2.262,2,0
1443285476,"2015-09-26 16:37:56",0.0097,0.235,2,0
1443285706,"2015-09-26 16:41:46",0.0097,0.214,2,0
1443286193,"2015-09-26 16:49:53",0.0066,0.369,2,0
1443286194,"2015-09-26 16:49:54",0.0097,7.523,2,0
1443286194,"2015-09-26 16:49:54",0.00975,4.489,2,0
1443286194,"2015-09-26 16:49:54",0.0098,0.32,2,0
1443286194,"2015-09-26 16:49:54",0.0098,6.143,15,0
1443286194,"2015-09-26 16:49:54",0.00989,0.718,3,0
1443286194,"2015-09-26 16:49:54",0.00989,0.81,2,0
1443286194,"2015-09-26 16:49:54",0.00989,2.914,2,0
1443286194,"2015-09-26 16:49:54",0.00989,3.252,2,0
1443286446,"2015-09-26 16:54:06",0.0098,4.128,2,0
1443286446,"2015-09-26 16:54:06",0.00989,0.712,2,0
1443286446,"2015-09-26 16:54:06",0.00989,0.214,2,0
1443286446,"2015-09-26 16:54:06",0.00989,0.24,2,0
1443286673,"2015-09-26 16:57:53",0.00989,0.25,2,0
1443287393,"2015-09-26 17:09:53",0.0098,0.676,2,0
1443287393,"2015-09-26 17:09:53",0.0098,1.913,2,0
1443287393,"2015-09-26 17:09:53",0.00989,0.214,2,0
1443287393,"2015-09-26 17:09:53",0.00989,0.24,2,0
1443287669,"2015-09-26 17:14:29",0.00989,6.524,2,0
1443287672,"2015-09-26 17:14:32",0.0099,3.841,2,0
1443287672,"2015-09-26 17:14:32",0.01,0.24,2,0
1443288174,"2015-09-26 17:22:54",0.01,0.3,15,0
1443288249,"2015-09-26 17:24:09",0.0116,10,30,0
1443288352,"2015-09-26 17:25:52",0.00999,0.326,2,0
1443288353,"2015-09-26 17:25:53",0.00999,2.214,2,0
1443288353,"2015-09-26 17:25:53",0.01,0.392,2,0
1443288593,"2015-09-26 17:29:53",0.01,5.73,3,0
1443288593,"2015-09-26 17:29:53",0.01,13.377,2,0
1443288593,"2015-09-26 17:29:53",0.01,0.89,2,0
1443288593,"2015-09-26 17:29:53",0.01,2.786,2,0
1443288594,"2015-09-26 17:29:54",0.01,13.907,2,0
1443288594,"2015-09-26 17:29:54",0.01,1.924,2,0
1443288594,"2015-09-26 17:29:54",0.01,3.787,2,0
1443288594,"2015-09-26 17:29:54",0.01,0.587,2,0
1443288594,"2015-09-26 17:29:54",0.01,0.267,2,0
1443288594,"2015-09-26 17:29:54",0.01,0.405,2,0
1443288594,"2015-09-26 17:29:54",0.0112,0.301,2,0
1443288829,"2015-09-26 17:33:49",0.00975,1.288,2,0
1443288829,"2015-09-26 17:33:49",0.0113,0.217,2,0
1443289553,"2015-09-26 17:45:53",0.0113,2.781,2,0
1443289553,"2015-09-26 17:45:53",0.0113,0.515,2,0
1443289553,"2015-09-26 17:45:53",0.0116,0.206,30,0
1443289795,"2015-09-26 17:49:55",0.0116,3.448,2,0
1443289795,"2015-09-26 17:49:55",0.01169,0.499,2,0
1443289795,"2015-09-26 17:49:55",0.0117,0.966,2,0
1443289795,"2015-09-26 17:49:55",0.0117,0.52,2,0
1443290747,"2015-09-26 18:05:47",0.0098,0.216,2,0
1443291132,"2015-09-26 18:12:12",0.0098,0.22,5,0
1443291132,"2015-09-26 18:12:12",0.0098,0.22,5,0
1443291132,"2015-09-26 18:12:12",0.0098,0.26,5,0
1443291541,"2015-09-26 18:19:01",0.0104,2.214,7,0
1443291728,"2015-09-26 18:22:08",0.0105,0.121,30,0
1443291952,"2015-09-26 18:25:52",0.0112,0.137,30,0
1443291953,"2015-09-26 18:25:53",0.0115,0.214,2,0
1443291953,"2015-09-26 18:25:53",0.0115,2.746,4,0
1443292198,"2015-09-26 18:29:58",0.0115,0.769,2,0
1443292198,"2015-09-26 18:29:58",0.01159,0.332,2,0
1443292198,"2015-09-26 18:29:58",0.0116,0.51,2,0
1443292198,"2015-09-26 18:29:58",0.0116,0.25,2,0
1443292430,"2015-09-26 18:33:50",0.0052,0.215,2,0
1443292430,"2015-09-26 18:33:50",0.00975,0.156,2,0
1443292430,"2015-09-26 18:33:50",0.0098,0.299,2,0
1443292671,"2015-09-26 18:37:51",0.01,0.113,2,0
1443292910,"2015-09-26 18:41:50",0.0115,0.214,2,0
1443293383,"2015-09-26 18:49:43",0.0066,0.191,2,0
1443293383,"2015-09-26 18:49:43",0.0114,0.648,2,0
1443294108,"2015-09-26 19:01:48",0.009,0.223,2,0
1443294347,"2015-09-26 19:05:47",0.0098,0.514,2,0
1443294349,"2015-09-26 19:05:49",0.0105,0.335,30,0
1443294349,"2015-09-26 19:05:49",0.0112,0.34,2,0
1443294349,"2015-09-26 19:05:49",0.0112,0.137,30,0
1443294350,"2015-09-26 19:05:50",0.0113,0,4,0
1443294350,"2015-09-26 19:05:50",0.01149,2.781,2,0
1443294350,"2015-09-26 19:05:50",0.0115,0.214,2,0
1443294353,"2015-09-26 19:05:53",0.0115,2.55,2,0
1443294353,"2015-09-26 19:05:53",0.0115,0.155,2,0
1443294353,"2015-09-26 19:05:53",0.0116,0.53,2,0
1443294353,"2015-09-26 19:05:53",0.0116,0.228,2,0
1443294727,"2015-09-26 19:12:07",0.0115,4.477,8,0
1443294727,"2015-09-26 19:12:07",0.01159,0.222,2,0
1443294731,"2015-09-26 19:12:11",0.0116,0.148,2,0
1443294732,"2015-09-26 19:12:12",0.0116,0.211,2,0
1443295554,"2015-09-26 19:25:54",0.0115,0.466,7,0
1443295790,"2015-09-26 19:29:50",0.0115,2.929,2,0
1443295790,"2015-09-26 19:29:50",0.0115,0.22,7,0
1443295790,"2015-09-26 19:29:50",0.0115,0.356,7,0
1443295790,"2015-09-26 19:29:50",0.0116,0.37,2,0
1443295878,"2015-09-26 19:31:18",0.0067,0.197,30,0
1443295882,"2015-09-26 19:31:22",0.0067,0.505,30,0
1443296034,"2015-09-26 19:33:54",0.0097,0.075,2,0
1443296034,"2015-09-26 19:33:54",0.00975,0.25,2,0
1443296034,"2015-09-26 19:33:54",0.00975,0.535,2,0
1443296513,"2015-09-26 19:41:53",0.0115,0.25,2,0
1443296513,"2015-09-26 19:41:53",0.0115,0.217,2,0
1443296514,"2015-09-26 19:41:54",0.0115,0.125,2,0
1443296995,"2015-09-26 19:49:55",0.0115,8.066,2,0
1443297470,"2015-09-26 19:57:50",0.0115,1.452,2,0
1443297470,"2015-09-26 19:57:50",0.0115,1.484,5,0
1443297471,"2015-09-26 19:57:51",0.0115,7.219,2,0
1443297709,"2015-09-26 20:01:49",0.009,0.184,2,0
1443298289,"2015-09-26 20:11:29",0.0116,0.125,2,0
1443298289,"2015-09-26 20:11:29",0.0116,0.214,2,0
1443298922,"2015-09-26 20:22:02",0.01,0.214,2,0
1443298923,"2015-09-26 20:22:03",0.01,2.328,2,0
1443298923,"2015-09-26 20:22:03",0.01159,0.222,2,0
1443298923,"2015-09-26 20:22:03",0.0116,0.45,2,0
1443298923,"2015-09-26 20:22:03",0.0116,5.933,2,0
1443298923,"2015-09-26 20:22:03",0.0116,2.26,30,0
1443298923,"2015-09-26 20:22:03",0.0116,0.271,30,0
1443299354,"2015-09-26 20:29:14",0.01159,0.459,2,0
1443299406,"2015-09-26 20:30:06",0.0116,0.131,2,0
1443299406,"2015-09-26 20:30:06",0.0116,0.705,2,0
1443299634,"2015-09-26 20:33:54",0.0067,0.589,2,0
1443299634,"2015-09-26 20:33:54",0.0098,0.268,2,0
1443299634,"2015-09-26 20:33:54",0.0115,3,2,0
1443301069,"2015-09-26 20:57:49",0.011,1.089,30,0
1443301551,"2015-09-26 21:05:51",0.0098,0.432,2,0
1443301551,"2015-09-26 21:05:51",0.011,0.342,2,0
1443301557,"2015-09-26 21:05:57",0.0113,0.055,4,0
1443302031,"2015-09-26 21:13:51",0.0114,0.154,2,0
1443302031,"2015-09-26 21:13:51",0.0114,1.545,2,0
1443302747,"2015-09-26 21:25:47",0.0013,0.764,10,0
1443302747,"2015-09-26 21:25:47",0.0114,0.241,2,0
1443302747,"2015-09-26 21:25:47",0.0114,0.26,2,0
1443302747,"2015-09-26 21:25:47",0.01149,0.222,2,0
1443302747,"2015-09-26 21:25:47",0.0115,1.083,2,0
1443302747,"2015-09-26 21:25:47",0.0115,0.214,2,0
1443302748,"2015-09-26 21:25:48",0.0115,0.25,2,0
1443302748,"2015-09-26 21:25:48",0.0115,1,7,0
1443302989,"2015-09-26 21:29:49",0.0115,0.867,2,0
1443303466,"2015-09-26 21:37:46",0.0075,0.26,3,0
1443303466,"2015-09-26 21:37:46",0.0075,0.396,3,0
1443303466,"2015-09-26 21:37:46",0.0098,0.675,2,0
1443303707,"2015-09-26 21:41:47",0.01145,0.215,2,0
1443303956,"2015-09-26 21:45:56",0.01145,6.455,30,0
1443303956,"2015-09-26 21:45:56",0.01145,1.452,2,0
1443303956,"2015-09-26 21:45:56",0.0115,0.25,2,0
1443304201,"2015-09-26 21:50:01",0.0115,4.817,7,0
1443304201,"2015-09-26 21:50:01",0.0115,3.42,2,0
1443304201,"2015-09-26 21:50:01",0.01159,0.222,2,0
1443304201,"2015-09-26 21:50:01",0.0116,0.016,2,0
1443304201,"2015-09-26 21:50:01",0.0116,1.573,30,0
1443304432,"2015-09-26 21:53:52",0.0116,0.214,2,0
1443304665,"2015-09-26 21:57:45",0.0116,1.088,2,0
1443305156,"2015-09-26 22:05:56",0.0098,0.516,2,0
1443305396,"2015-09-26 22:09:56",0.01159,1.077,2,0
1443305396,"2015-09-26 22:09:56",0.0116,0.31,2,0
1443305396,"2015-09-26 22:09:56",0.0116,0.214,2,0
1443305869,"2015-09-26 22:17:49",0.0114,0.23,2,0
1443305869,"2015-09-26 22:17:49",0.01155,1.186,2,0
1443305869,"2015-09-26 22:17:49",0.01155,0.214,2,0
1443307308,"2015-09-26 22:41:48",0.0067,0.24,2,0
1443307308,"2015-09-26 22:41:48",0.01155,1.366,2,0
1443307308,"2015-09-26 22:41:48",0.01159,1.029,2,0
1443307308,"2015-09-26 22:41:48",0.0116,0.23,2,0
1443307308,"2015-09-26 22:41:48",0.0116,0.23,2,0
1443307308,"2015-09-26 22:41:48",0.0116,0.214,2,0
1443307310,"2015-09-26 22:41:50",0.0116,0.487,2,0
1443307310,"2015-09-26 22:41:50",0.0116,1.519,2,0
1443308028,"2015-09-26 22:53:48",0.01159,0.686,2,0
1443308028,"2015-09-26 22:53:48",0.0116,0.214,2,0
1443308028,"2015-09-26 22:53:48",0.0116,3.877,2,0
1443308028,"2015-09-26 22:53:48",0.0116,1.593,2,0
1443308028,"2015-09-26 22:53:48",0.0116,0.28,2,0
1443308508,"2015-09-26 23:01:48",0.01159,0.457,2,0
1443308508,"2015-09-26 23:01:48",0.0116,0.251,2,0
1443309235,"2015-09-26 23:13:55",0.01159,0.305,2,0
1443309720,"2015-09-26 23:22:00",0.01159,0.305,2,0
1443310667,"2015-09-26 23:37:47",0.0115,0.867,2,0
1443310667,"2015-09-26 23:37:47",0.01159,0.305,2,0
1443310910,"2015-09-26 23:41:50",0.0116,16.227,2,0
1443311392,"2015-09-26 23:49:52",0.0116,0.66,30,0
1443311393,"2015-09-26 23:49:53",0.0116,0.56,2,0
1443311393,"2015-09-26 23:49:53",0.0116,1.957,30,0
1443311393,"2015-09-26 23:49:53",0.0116,1.387,20,0
1443311393,"2015-09-26 23:49:53",0.0116,0.321,2,0
1443311633,"2015-09-26 23:53:53",0.01169,0.352,2,0
1443311633,"2015-09-26 23:53:53",0.0117,0.214,2,0
1443312108,"2015-09-27 00:01:48",0.009,0.111,2,0
1443312108,"2015-09-27 00:01:48",0.0098,0.215,2,0
1443312108,"2015-09-27 00:01:48",0.01,0.414,2,0
1443313068,"2015-09-27 00:17:48",0.0116,1.484,5,0
1443313069,"2015-09-27 00:17:49",0.0117,1.43,8,0
1443313069,"2015-09-27 00:17:49",0.0117,0.29,2,0
1443313073,"2015-09-27 00:17:53",0.0117,0.117,2,0
1443313557,"2015-09-27 00:25:57",0.0117,0.162,2,0
1443313557,"2015-09-27 00:25:57",0.0117,0.226,2,0
1443314036,"2015-09-27 00:33:56",0.0098,0.213,2,0
1443314036,"2015-09-27 00:33:56",0.0116,1.957,30,0
1443314036,"2015-09-27 00:33:56",0.0117,0.22,2,0
1443314514,"2015-09-27 00:41:54",0.0116,7.476,2,0
1443314514,"2015-09-27 00:41:54",0.01169,0.352,2,0
1443314515,"2015-09-27 00:41:55",0.0117,0.22,2,0
1443314755,"2015-09-27 00:45:55",0.0117,0.25,2,0
1443314755,"2015-09-27 00:45:55",0.0117,0.321,2,0
1443314756,"2015-09-27 00:45:56",0.0117,5.314,30,0
1443314756,"2015-09-27 00:45:56",0.0117,2.301,3,0
